new_idx,idx,cont_type,cont_target,cont_id,stimuli
633,22,lexical overlap,arc,4,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""I like how he blends business insights with historical analysis in his posts."""
634,22,lexical overlap,arc,5,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""I read a couple of his blog posts, and they are quite insightful."""
635,22,situational inference,arc,6,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""He must have a keen eye for identifying patterns across eras."""
636,22,situational inference,arc,7,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""Does he write his blogs with a quill and parchment for authenticity?"""
637,22,situational inference,arc,8,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""I hope he doesn't start dressing like a 18th-century worker."""
638,22,situational inference,arc,9,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""That explains the recent debate he started on Napoleon's strategies."""
639,22,situational inference,arc,10,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""No wonder he keeps quoting Churchill in meetings."""
640,22,event association,arc,11,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""Yes, particularly industrial innovators."""
641,22,event association,arc,12,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""He's always shown great passion for writing, so I'm not surprised."""
642,22,event association,arc,13,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""Is that why he keeps visiting museums on weekends?"""
643,22,event association,arc,14,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""He always had a knack for storytelling."""
644,22,event association,arc,15,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""I see why he is interested in archival materials."""
645,22,lexical overlap,mc,1,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""I'm glad he had a good night's sleep!"""
646,22,lexical overlap,mc,2,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""Well, he always gets good sleep."""
647,22,lexical overlap,mc,3,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""He actually had good sleep after that debacle last night?"""
648,22,lexical overlap,mc,4,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""How did he manage to sleep well with all that noise?"""
649,22,lexical overlap,mc,5,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""That's remarkable that he got any good sleep amidst all that loud music."""
650,22,situational inference,mc,6,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""No wonder he is so productive today."""
651,22,situational inference,mc,7,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""That's why he looked so refreshed this morning."""
652,22,situational inference,mc,8,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""It makes sense why he's in such a joyful mood now."""
653,22,situational inference,mc,9,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""That explains why he was ahead of schedule today."""
654,22,situational inference,mc,10,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""I bet the team meeting went a lot smoother."""
655,22,event association,mc,11,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""I guess he took the advice to switch off his phone before bed."""
656,22,event association,mc,12,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""I wonder if he meditated before bed."""
657,22,event association,mc,13,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""I wonder if he practices deep breathing exercises last night."""
658,22,event association,mc,14,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""I guess he dimmed the lights early last night."""
659,22,event association,mc,15,"Omar said, ""The industrialist, who occasionally writes a blog about historical figures, had a good sleep."" Isaac replied, ""Maybe he used that new weighted blanket he bought."""
660,23,lexical overlap,arc,1,"Sofia said, ""The therapist, who wants to get married soon, took a flight from Newark to Los Angeles."" Cody replied, ""I thought she was already married!"""
661,23,lexical overlap,arc,2,"Sofia said, ""The therapist, who wants to get married soon, took a flight from Newark to Los Angeles."" Cody replied, ""She wanted to get married ever since she turned 20."""
662,23,lexical overlap,arc,3,"Sofia said, ""The therapist, who wants to get married soon, took a flight from Newark to Los Angeles."" Cody replied, ""I'm sure she'll get married in the next couple of years."""
663,23,lexical overlap,arc,4,"Sofia said, ""The therapist, who wants to get married soon, took a flight from Newark to Los Angeles."" Cody replied, ""But last time she said she wasn't sure if she wanted to get married."""
664,23,lexical overlap,arc,5,"Sofia said, ""The therapist, who wants to get married soon, took a flight from Newark to Los Angeles."" Cody replied, ""Does her boyfriend also want to get married?"""
665,23,situational inference,arc,6,"Sofia said, ""The therapist, who wants to get married soon, took a flight from Newark to Los Angeles."" Cody replied, ""Sounds like her relationship is going really well."""
666,23,situational inference,arc,7,"Sofia said, ""The therapist, who wants to get married soon, took a flight from Newark to Los Angeles."" Cody replied, ""Do you think she's ready to balance her career and personal life?"""
667,23,situational inference,arc,8,"Sofia said, ""The therapist, who wants to get married soon, took a flight from Newark to Los Angeles."" Cody replied, ""It sounds like she's in a pretty good spot with her partner."""
668,23,situational inference,arc,9,"Sofia said, ""The therapist, who wants to get married soon, took a flight from Newark to Los Angeles."" Cody replied, ""Do you think she's financially prepared, though?"""
669,23,situational inference,arc,10,"Sofia said, ""The therapist, who wants to get married soon, took a flight from Newark to Los Angeles."" Cody replied, ""Do you think she's emotionally ready for such a big change?"""
670,23,event association,arc,11,"Sofia said, ""The therapist, who wants to get married soon, took a flight from Newark to Los Angeles."" Cody replied, ""She's been dreaming about it for a very long time."""
